Parameter,Value
SPEED_CRUISE,21
SPEED_TURN,20
SAFE_MARGIN,20
SOFT_MARGIN,30
MAX_CORRECTION,7
STOP_THRESHOLD,20
FRONT_TURN_TRIGGER,90
TURN_DECISION_THRESHOLD,100
TURN_TIMEOUT,3.0
TURN_LOCKOUT,2.0
POST_TURN_DURATION,1.0
MIN_TURN_ANGLE,75
MAX_TURN_ANGLE,105
N_READINGS,5
MAX_LAPS,3

Time_s,Front_cm,Left_cm,Right_cm,Yaw_deg
49.814399731999856,274.2868271471252,72.34142685299503,9.4368904038447,-42.530822162650814
49.90598142399995,274.2868271471252,79.5828256998675,12.396500201839444,-47.82174539403305
49.997655634999774,273.7310471021374,82.52814955076246,203.67564665014015,-51.84367218479434
50.07476537999992,272.16436029777924,83.88617229693409,203.67564665014015,-53.45898949261541
50.161149418999685,18.19858529654539,83.88617229693409,203.67564665014015,-53.14789221275553
50.250131237999994,17.173409747692858,85.08794139997917,204.98124185482993,-52.44230442530632
50.32233590199985,16.74846704945594,85.08794139997917,204.98124185482993,-52.343767657240214
50.40872634899961,16.17648024648588,85.09428690306322,204.98124185482993,-51.67257719231501
50.48092923499962,16.17648024648588,85.09776834744116,203.67881939778272,-51.19980041058566
50.55335787999957,16.17648024648588,85.09776834744116,203.67881939778272,-51.163434596069095
50.64309050899965,16.17648024648588,85.33596469746954,203.67881939778272,-51.53347962881406
50.71594265099975,16.654142048719223,85.33596469746954,204.5747353987963,-51.36287548350507
50.79407003699998,16.654142048719223,85.33596469746954,203.67881939778272,-51.04513319345583
50.86628620099964,16.654142048719223,84.83196050085553,203.9297067539792,-50.7977382559
50.94418610799994,16.343538400133184,84.83196050085553,204.06688959601524,-49.78457920016572
51.0163900309999,16.343538400133184,84.83196050085553,203.9297067539792,-47.94322813961685
51.09378840399995,16.343538400133184,84.8335382997675,203.9297067539792,-45.84060739313118
51.19391626499964,16.343538400133184,84.8335382997675,204.06688959601524,-40.931457598938195
51.26650790799977,16.343538400133184,84.8335382997675,204.06688959601524,-36.369946147422866
51.37586863899969,16.343538400133184,84.62012370282537,204.06688959601524,-30.028047225052383
51.47571579799978,16.343538400133184,84.62012370282537,204.06688959601524,-21.751575962739693
51.5848793629998,16.343538400133184,83.48601135178342,204.06688959601524,-9.005459770506645
51.685763718999624,16.343538400133184,84.62012370282537,204.06688959601524,0.38585261849470776
51.79963249599996,16.806897105448115,84.62012370282537,204.06688959601524,8.296493888117453
51.90087038699994,16.806897105448115,84.62012370282537,204.06688959601524,14.648803698860682
52.02681619999976,17.96736900068936,74.06690549703399,204.06688959601524,20.422865454490267
52.12592167899993,272.97961985168513,73.45202654532841,204.06688959601524,22.73465130435533
52.23406882399968,275.02777574920856,72.62407600085226,204.06688959601524,24.76614506690268
52.33312380299958,275.02777574920856,72.62407600085226,204.06688959601524,25.506240014432716
52.44779485199979,275.02777574920856,71.23463445159359,204.06688959601524,25.387869729777595
52.54756215899988,272.97961985168513,71.23463445159359,204.06688959601524,24.863728854160005
52.64662948999967,160.89840165266196,71.23463445159359,204.06688959601524,23.722393038386485
52.73350337799957,160.89840165266196,71.23463445159359,204.06688959601524,22.301092460560323
52.86282779899966,127.81846980017235,70.66899315170758,204.06688959601524,20.94049490589666
52.95460099000002,127.81846980017235,70.66899315170758,204.06688959601524,21.20094442001844
53.070427642999675,127.81846980017235,70.66899315170758,204.06688959601524,21.49340583500384
53.173049228999844,129.36642879981264,70.55403669298812,204.06688959601524,21.74704096037472
53.271391285999925,129.4057880469154,71.4213636499835,204.06688959601524,22.131231097295856
53.373907224999584,130.89910714727466,71.4213636499835,204.06688959601524,21.882981316362528
53.49063663199968,130.89910714727466,63.79189459707959,204.06688959601524,21.7705058496081
53.57779381399996,130.89910714727466,63.79189459707959,204.06688959601524,21.781000638848127
53.662613806999616,129.84090069678587,63.79189459707959,204.06688959601524,21.773084537813023
53.763169016999655,129.84090069678587,63.79189459707959,204.06688959601524,22.080717467420694
53.87374244299963,129.3270352530726,63.355530002650084,204.06688959601524,22.19785270892645
53.9619323969996,129.3270352530726,63.355530002650084,204.06688959601524,22.201066593207955
54.06867640199971,133.71803550123786,63.355530002650084,204.06688959601524,22.147103017000205
54.17780533699988,135.71314644821086,64.11455470074543,204.06688959601524,22.144415612842092
54.28666351399988,135.71314644821086,64.03072549819626,204.06688959601524,22.418450700651395
54.37103002799995,135.71314644821086,64.03072549819626,204.06688959601524,22.36485155941328
54.4734408559998,130.1540425497251,64.03072549819626,204.06688959601524,22.400635935338638
54.55778768499977,130.1540425497251,64.03072549819626,204.06688959601524,22.53699063293444
54.64459520299988,130.1540425497251,71.39977179435846,204.06688959601524,22.355936656291686
54.72990358099969,131.04486500001258,71.39977179435846,204.06688959601524,22.49124095362593
54.82068262999974,131.04486500001258,71.39977179435846,204.06688959601524,22.46267257898202
54.90495269999974,135.3352118941757,71.43914819907877,204.06688959601524,22.459954065117692
54.99401818499973,131.04486500001258,71.43914819907877,204.06688959601524,22.743314206245955
55.078933176999726,131.04486500001258,71.43914819907877,204.06688959601524,22.714646645631582
55.19388785399997,136.59541105321296,71.85676785456963,204.06688959601524,22.741651342074697
55.28749753299962,139.3143034544437,71.85676785456963,204.06688959601524,22.669317499500295
55.3940340019999,139.3143034544437,72.24741054899368,204.06688959601524,22.71792903312853
55.49712728899976,139.3143034544437,72.24741054899368,204.06688959601524,22.676041679692464
55.60454875199957,135.68836469512462,72.25854089826953,204.06688959601524,22.550394648330503
55.68934363399967,128.95861894976406,72.24741054899368,204.06688959601524,22.428557995829834
55.77531117499984,128.95861894976406,72.24741054899368,204.06688959601524,22.36737929364327
55.88679109499981,133.6453194981459,72.24741054899368,204.06688959601524,22.362932010722773
