Parameter,Value
SPEED_CRUISE,21
SPEED_TURN,20
SAFE_MARGIN,20
SOFT_MARGIN,30
MAX_CORRECTION,7
STOP_THRESHOLD,20
FRONT_TURN_TRIGGER,90
TURN_DECISION_THRESHOLD,100
TURN_TIMEOUT,3.0
TURN_LOCKOUT,2.0
POST_TURN_DURATION,1.0
MIN_TURN_ANGLE,75
MAX_TURN_ANGLE,105
N_READINGS,5
MAX_LAPS,3

Time_s,Front_cm,Left_cm,Right_cm,Yaw_deg
46.347712624999986,16.17046060555367,85.48746780184047,10.795547693305707,-48.64175780424962
46.4086362109997,15.94591565153678,84.95231919923754,10.435706400699019,-48.96275813339688
46.469295039999906,15.94591565153678,84.92882369814652,10.435706400699019,-48.26459168040863
46.563489493999896,16.39370214995779,84.74302059776164,9.839915407701483,-47.23580560497825
46.62438504399961,16.415945698690848,84.74302059776164,9.4368904038447,-46.46565168077589
46.68520972299984,16.39370214995779,84.74302059776164,9.4368904038447,-44.29092610531654
46.75159705299984,16.39370214995779,84.74302059776164,9.4368904038447,-38.49811262012175
46.85623005399975,16.39370214995779,84.16913015712453,9.4368904038447,-26.548565424013642
46.96393710999973,16.39370214995779,84.07893830167268,9.4368904038447,-16.19243002606472
47.06295971999998,16.39370214995779,84.16913015712453,9.4368904038447,-7.873945711652121
47.173221741999896,16.39370214995779,80.33392710376575,9.4368904038447,3.7244187591723996
47.27137198599985,16.415945698690848,76.55648524787466,9.4368904038447,11.05629743799607
47.37362792799968,17.414452998809793,64.20284289513347,9.4368904038447,15.40316943650626
47.47137178599996,273.84696395070023,64.20284289513347,9.4368904038447,19.98875464142427
47.57868747399971,274.1000807989167,64.20284289513347,9.4368904038447,25.41989020559067
47.677938896999876,274.1000807989167,64.20284289513347,9.4368904038447,25.421234266847183
47.79694740199966,274.1000807989167,110.21348030424178,9.4368904038447,24.962255709475237
47.89469814899985,274.6215779977092,129.71385349894717,9.4368904038447,24.868067268216112
48.00270486999989,274.6215779977092,129.71385349894717,9.4368904038447,23.692174185460246
48.11978721899959,274.78290804954213,129.71385349894717,9.4368904038447,24.016406491754537
48.23458108299974,275.26533754814864,134.71463914809192,9.4368904038447,24.798734562410832
48.34338881699978,274.78290804954213,135.9427678031352,9.4368904038447,26.164872975286215
48.44507789199997,273.81839204870175,135.9427678031352,9.4368904038447,26.71195554189751
48.558129598999585,273.81839204870175,135.9427678031352,9.4368904038447,26.830853144172032
48.6611624799998,136.77548605178345,135.9427678031352,9.4368904038447,26.796068928902397
48.777741091999815,133.26229140118357,135.9427678031352,9.4368904038447,26.655261543532998
48.87078588699978,133.26229140118357,135.9427678031352,9.4368904038447,27.065634546950864
48.98757949799983,133.26229140118357,135.9427678031352,9.4368904038447,27.71002680262573
49.08697393799957,133.26229140118357,133.18575094954213,9.4368904038447,25.661267631256113
49.19336809399965,273.7310471021374,133.18575094954213,9.4368904038447,21.489783425759274
49.29476824499989,273.7310471021374,135.80651105130528,9.4368904038447,12.913168228808498
49.39928809799994,274.2868271471252,135.80651105130528,9.4368904038447,-1.32405223341242
49.49695295599986,274.2868271471252,115.33621960049913,9.4368904038447,-13.158070287320875
49.60137888399959,274.2868271471252,72.34142685299503,9.4368904038447,-22.729564326902626
49.701871946999745,274.2868271471252,72.34142685299503,9.4368904038447,-32.70463311405114
