Time (s),Front (cm),Left (cm),Right (cm),Yaw (deg),State,Turns,Laps,Servo Angle,Speed,Turning,Direction,SPEED_CRUISE,SPEED_TURN,TURN_ANGLE_LEFT,TURN_ANGLE_RIGHT,SOFT_MARGIN,MAX_CORRECTION,STOP_THRESHOLD,FRONT_TURN_TRIGGER,TURN_DECISION_THRESHOLD,TURN_TIMEOUT,MIN_TURN_ANGLE,MAX_TURN_ANGLE,POST_TURN_DURATION,TURN_LOCKOUT,N_READINGS,MAX_LAPS
26.84,8.28,133.16,61.67,-1.7,Stopped! Obstacle ahead,0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
26.88,8.28,134.18,61.87,-1.7,Stopped! Obstacle ahead,0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
26.92,8.29,136.12,61.86,-1.7,Stopped! Obstacle ahead,0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
26.98,8.28,134.18,61.86,-1.7,Stopped! Obstacle ahead,0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
27.03,8.3,134.37,61.86,-1.7,Stopped! Obstacle ahead,0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
27.07,8.29,133.56,61.86,-1.7,Stopped! Obstacle ahead,0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
27.11,8.29,133.56,61.86,-1.7,Stopped! Obstacle ahead,0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
27.16,8.3,134.58,61.88,-1.7,Stopped! Obstacle ahead,0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
27.22,8.28,134.16,61.86,-1.7,Stopped! Obstacle ahead,0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
27.26,8.3,134.58,61.86,-1.7,Stopped,0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
27.3,8.3,134.16,61.86,-1.69,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
27.35,8.3,133.56,61.86,-1.69,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
27.4,8.31,132.54,61.88,-1.68,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
27.44,8.3,131.7,61.88,-1.68,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
27.48,8.32,131.5,61.89,-1.68,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
27.53,8.31,131.5,61.89,-1.67,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
27.59,8.32,131.48,61.9,-1.67,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
27.63,8.32,131.89,61.88,-1.67,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
27.67,8.32,131.89,61.86,-1.67,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
27.72,8.32,131.71,61.85,-1.66,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
27.77,8.32,132.14,61.85,-1.66,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
27.81,8.34,131.7,61.87,-1.66,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
27.86,8.33,131.7,61.87,-1.66,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
27.91,8.31,131.45,61.87,-1.66,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
27.96,8.32,131.45,61.85,-1.66,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
28.0,8.32,131.27,61.85,-1.66,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
28.04,8.32,131.26,61.86,-1.66,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
28.09,8.32,131.5,61.87,-1.66,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
28.14,8.3,131.08,61.9,-1.66,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
28.18,8.31,131.08,61.89,-1.66,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
28.22,8.3,131.28,62.09,-1.66,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
28.27,8.3,131.28,62.09,-1.65,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
28.33,8.34,131.06,62.07,-1.65,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
28.37,8.33,131.26,62.07,-1.64,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
28.41,8.34,131.27,61.91,-1.64,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
28.46,8.35,131.27,61.88,-1.64,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
28.52,8.34,131.5,61.89,-1.64,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
28.56,8.32,131.5,61.89,-1.64,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
28.6,8.29,131.29,61.89,-1.64,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
28.65,8.28,131.05,62.07,-1.64,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
28.7,8.28,131.05,62.05,-1.64,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
28.74,8.29,131.07,62.06,-1.64,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
28.78,8.3,131.08,62.07,-1.63,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
28.83,8.31,131.09,62.06,-1.62,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
28.89,8.32,131.51,62.06,-1.62,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
28.93,8.32,133.37,61.85,-1.63,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
28.97,8.32,133.37,61.68,-1.63,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
29.02,8.34,133.15,61.68,-1.63,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
29.07,8.33,131.72,61.5,-1.63,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
29.11,8.34,131.72,61.89,-1.62,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
29.15,8.32,131.51,61.86,-1.62,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
29.2,8.32,131.51,61.86,-1.61,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
29.25,8.34,131.7,61.86,-1.61,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
29.3,8.33,130.67,61.85,-1.61,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
29.34,8.34,130.47,61.87,-1.6,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
29.39,8.31,131.5,61.87,-1.59,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
29.44,8.3,133.17,61.86,-1.6,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
29.48,8.3,134.85,61.69,-1.59,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
29.52,8.3,134.85,61.45,-1.6,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
29.58,8.32,134.85,61.45,-1.61,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
29.63,8.32,134.05,61.67,-1.61,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
29.67,8.32,134.25,61.65,-1.61,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
29.71,8.32,134.27,61.87,-1.61,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
29.76,8.32,134.27,61.87,-1.62,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
29.81,8.31,134.27,61.88,-1.62,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
29.85,8.31,134.07,61.89,-1.62,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
29.9,8.32,134.26,61.89,-1.62,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
29.95,8.31,132.62,61.89,-1.61,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
30.0,8.31,131.59,61.89,-1.61,"Ready (readings started, loop not started)",0,0,0,20,NO,,20,15,60,120,30,8,20,80,30,3.5,75,105,0.5,1.5,4,0
